listing_id,Average Sentiment
2060,0.312708333
2595,0.337269577
3831,0.351771543
5099,0.3105379
5121,0.409002122
5136,0.484073129
5178,0.289851992
5203,0.428167089
5238,0.356267522
5441,0.352927969
5552,0.419116028
5803,0.407767872
6021,0.370849881
6090,0.487612345
6848,0.386772394
6990,0.394874715
7097,0.448876895
7801,0.478240398
8490,0.374929821
9657,0.314491259
9668,0.33135614
9704,0.361451577
9783,0.34078806
10452,0.310051098
10962,0.382246913
11708,0.320823793
12048,0.423666305
12192,0.371093615
12343,0.296027282
12627,0.350260302
12937,0.375254233
12940,0.363282681
13050,0.294079863
13394,0.380088735
13677,0.447155154
13808,0.358863784
14290,0.418688182
14314,0.393298477
14322,0.358273438
14377,0.409835785
14991,0.349800554
15220,0.329088073
15341,0.370705518
15385,0.45695176
15396,0.307887222
15711,0.352074291
15729,0.313322358
15962,0.333346334
16326,0.374084043
16338,0.397821812
16421,0.329889203
16458,0.586636098
16580,0.451613197
16595,0.395326036
16821,0.44319452
16974,0.297955426
17037,0.388305528
17092,0.26724299
17693,0.37992287
17747,0.421600622
18127,0.420210379
18195,0.393379271
18198,0.395964353
18590,0.38617242
18728,0.426674981
18764,0.318552339
19159,0.360410471
19169,0.348556518
19282,0.396388709
19601,0.415054229
20300,0.372678571
20611,0.363061173
20717,0.451217079
20724,0.347663228
20755,0.317660714
20913,0.300198237
21293,0.390910665
21456,0.352172757
21644,0.396481481
21794,0.401568216
22911,0.363573236
23135,0.384855867
23545,0.305580639
23686,0.348374689
24143,0.40391336
24285,0.368883657
25235,0.319901632
25406,0.40342036
25696,0.398061219
26012,0.418289922
26362,0.301339789
26520,0.42179768
26559,0.399091755
26785,0.381125558
26933,0.430866739
26969,0.382818559
27006,0.179432495
27024,0.386937236
27385,0.420366909
27531,0.416773506
27644,0.38208576
27659,0.373599044
27759,0.207750581
27883,0.415069207
28396,0.467989899
28907,0.281958911
29013,0.35279671
29455,0.325836007
29628,0.395861361
29683,0.389211307
30031,0.382467435
31130,0.354411381
31555,0.417078653
31902,0.089935317
31994,0.395717324
32023,0.323356483
32037,0.407232512
32289,0.365750035
32329,0.329755121
32331,0.504727273
32363,0.212121212
32965,0.32933189
33009,0.405003392
33014,0.405570734
33156,0.324900035
35526,0.41286399
36133,0.396769561
36442,0.097494172
36647,0.353417857
36703,0.404544047
36934,0.394659317
37042,0.322815845
37197,0.373141528
38638,0.295819702
38663,0.345929051
39267,0.268739647
39282,0.411927241
39572,0.449337325
39586,0.342885859
39593,0.381891668
39704,0.373785111
40453,0.304772727
41513,0.198205128
42300,0.330815342
42580,0.435402744
42729,0.394448612
42882,0.382597586
43726,0.488373992
44096,0.429039232
44161,0.377495574
44212,0.375882703
44229,0.413102032
44288,0.4206699
44472,0.40990425
44506,0.36760345
45393,0.396135585
45542,0.410609588
45556,0.409625978
45910,0.294594854
45936,0.393318441
45940,0.434467035
46544,0.353650037
46911,0.391350935
47199,0.392482508
47362,0.36390138
47370,0.356346801
48719,0.407459688
50447,0.390602189
51850,0.363154676
53137,0.360373016
53196,0.391590212
53469,0.306171491
53470,0.215037324
53477,0.393001746
54158,0.401668536
54453,0.436304843
54508,0.407325633
54544,0.310297489
54626,0.404855457
54694,0.39212274
54860,0.313877013
55498,0.398489233
55959,0.397519663
55982,0.424323435
56859,0.295639447
57166,0.394061819
57297,0.426345454
57468,0.343205304
57618,0.421188803
57740,0.499332509
57754,0.443219797
57874,0.361961385
57901,0.383364298
58059,0.345224601
58062,0.476335734
58467,0.312531778
59014,0.388334327
59121,0.317601732
59709,0.341801942
59855,0.308807166
60164,0.346926474
60193,0.327843716
60457,0.346360232
60611,0.339261412
60666,0.34253343
60673,0.417037037
60680,0.378015046
60794,0.418740981
60948,0.286294926
61167,0.361513947
61224,0.317391902
61509,0.294174999
62427,0.3893243
62430,0.372806632
62452,0.31968095
62461,0.324916195
62468,0.372702871
62787,0.303057135
62891,0.307708648
62903,0.448627795
62925,0.437806694
63003,0.396872524
63320,0.327530985
63360,0.345026566
63546,0.342575113
63573,0.46601851
63610,0.417518714
63657,0.365321114
63693,0.358231151
63719,0.366023176
63913,0.343539683
64000,0.389592827
64107,0.376835472
64277,0.368729217
64314,0.298295022
64361,0.407555696
64365,0.360427603
64837,0.382015051
65200,0.390994902
65268,0.381246804
65562,0.439247402
65615,0.379740834
65660,0.391041176
65813,0.363667494
65834,0.323588293
66008,0.438241054
66251,0.417140105
66275,0.401207344
66718,0.253098289
66741,0.395888803
66974,0.398100779
67288,0.331930169
67299,0.373367406
67397,0.323757982
68099,0.369407775
68305,0.377194338
68735,0.401558112
68765,0.426908866
68900,0.443885367
68974,0.426773679
69894,0.320816927
70128,0.471395703
70279,0.364032039
70609,0.397555434
71010,0.309653896
71248,0.345242243
71366,0.393260481
71384,0.427131904
71812,0.295762472
72190,0.407236563
73246,0.351128472
74073,0.459693226
74240,0.353283882
74333,0.309989397
74680,0.368211248
74821,0.388391863
74860,0.323946484
75193,0.369889997
75635,0.371338586
76761,0.401463777
77765,0.436299988
77936,0.376788645
78919,0.246143384
80493,0.372570684
80684,0.381724672
80700,0.264199069
80924,0.430344225
81739,0.425899621
82549,0.439740312
82550,0.473317574
82638,0.3852555
82928,0.376019527
83243,0.301413257
83391,0.433049125
83446,0.343130822
83847,0.468362038
84010,0.491009487
84059,0.434315364
84659,0.378977034
86215,0.36255348
87279,0.360847939
89621,0.350399561
93313,0.377007233
94035,0.407354012
94477,0.327362757
94783,0.389857845
95747,0.406053622
95883,0.329510101
96471,0.389224548
98663,0.395682962
99070,0.36432171
99085,0.426140317
99662,0.309371508
100002,0.328560929
100184,0.37299977
100186,0.405668141
100368,0.434952181
101053,0.380940663
102995,0.262755538
103161,0.425112303
103311,0.222372946
105469,0.360830518
105510,0.358940543
105790,0.405088217
106363,0.379276263
106647,0.396471004
107630,0.40354945
107895,0.293603735
110739,0.356738258
112100,0.343446343
112304,0.426190476
112359,0.363482411
112435,0.398952792
113265,0.36936733
113945,0.392686474
114229,0.347497468
115535,0.377044696
115678,0.341917143
115748,0.36796528
116551,0.339555387
116940,0.360223494
117425,0.371009807
118061,0.362791426
121687,0.392991593
121861,0.421278252
123784,0.352339432
125053,0.433363275
125163,0.411497368
125594,0.345814912
126443,0.369418107
126816,0.515378086
127387,0.324380146
128975,0.3325851
131154,0.400143351
132516,0.359445818
132661,0.378295381
132695,0.271299665
133025,0.335764013
134934,0.417097919
135393,0.386160121
135465,0.354480327
135706,0.323121873
136493,0.398497051
137121,0.411310486
137671,0.300799214
138216,0.387806004
139624,0.345054762
140133,0.416840436
140425,0.393372589
140973,0.41271212
141154,0.346156009
141335,0.453185888
141890,0.380030735
142069,0.384631727
144087,0.335970869
144148,0.387962636
145064,0.418871776
145994,0.379566498
148201,0.399028125
148259,0.432428705
148825,0.352057322
149777,0.376522902
150804,0.36963219
150989,0.373874368
151199,0.383482012
151478,0.526543166
152259,0.38015427
152263,0.348571138
153405,0.441876507
153780,0.396493618
154934,0.321390164
154998,0.420535714
155296,0.381931281
157673,0.358169324
158061,0.366455445
158176,0.430079335
158913,0.158230769
158955,0.340417351
159749,0.354483491
159815,0.414714417
159913,0.448342048
160994,0.428870033
161366,0.339299672
161394,0.482962963
162493,0.445243982
162508,0.294823267
163809,0.264702024
163814,0.317988137
164989,0.422348928
165080,0.365273112
166006,0.276433639
166172,0.140511933
166541,0.409437516
166983,0.233728219
167013,0.638888889
167017,0.337294126
168123,0.355163257
168810,0.452916208
169063,0.409593071
169306,0.275581968
169464,0.401980182
170420,0.310517578
170761,0.483885784
172499,0.396958742
173072,0.395177457
173151,0.391223673
173742,0.403356384
174527,0.427958301
174966,0.371495083
176135,0.440125674
176653,0.426942276
177495,0.439342638
177540,0.438820606
177606,0.359935654
179670,0.407862511
179741,0.412202669
180201,0.39073643
180507,0.328166496
180717,0.376960094
180792,0.378748722
181972,0.408087529
182069,0.307987457
182095,0.367568948
182177,0.368252924
182649,0.337720905
185266,0.411134968
187566,0.342894925
187986,0.238151515
188661,0.419345994
188674,0.415600987
188803,0.392713788
189135,0.371870015
189181,0.625
189732,0.312690149
189787,0.38398534
190267,0.329203584
190542,0.383748972
190968,0.420541656
190974,0.374873512
191075,0.423446183
193105,0.332331577
193333,0.394311278
193853,0.354294231
195123,0.367627033
195233,0.429242586
195240,0.385903109
195578,0.414074593
195989,0.393810512
196010,0.330628419
197753,0.346180887
197931,0.385275738
197942,0.340170222
198028,0.485370761
199312,0.420165994
200955,0.362136718
201173,0.401587012
201992,0.412854565
202273,0.301783854
203901,0.409650949
204065,0.421316997
204833,0.362984822
205043,0.45056515
205485,0.339920584
205735,0.332661202
205867,0.393126397
206316,0.515243056
206473,0.309059343
206772,0.442771815
206957,0.347455006
208122,0.348265531
208148,0.399419738
208889,0.35884094
209310,0.390048161
211078,0.415925529
211152,0.405579121
211974,0.436632691
212109,0.484526405
212178,0.396943923
212544,0.430232971
214917,0.025
215560,0.34728235
215784,0.348922743
216080,0.416839173
217580,0.385837327
218358,0.377208405
219066,0.3293389
219922,0.335264049
220563,0.339298683
220946,0.3428798
221097,0.425669197
222304,0.383782884
222913,0.356993916
223930,0.333321566
224004,0.389171966
224510,0.396372214
225297,0.405466667
225306,0.351346338
225354,0.483661631
225926,0.441981173
225976,0.265680752
226021,0.391748505
226334,0.390145409
226637,0.500092818
227715,0.341027577
227735,0.382880133
228317,0.350287947
228517,0.336797589
228925,0.323780236
228979,0.415215449
229367,0.415120398
229668,0.383885323
229874,0.404861111
230321,0.416622621
230877,0.336954175
231154,0.318471059
231194,0.345983241
231414,0.455341961
232612,0.355835728
233189,0.330452795
233348,0.318546086
233638,0.386881062
233662,0.397605645
234184,0.32385974
234870,0.410486247
235552,0.37983475
235651,0.405838589
235951,0.330152831
235960,0.347508895
236267,0.371413467
236671,0.426715002
237127,0.346582908
239055,0.445494048
239733,0.324924154
239766,0.25153436
239883,0.393969284
239899,0.432529762
240800,0.42103028
241140,0.424535638
241159,0.255031566
241862,0.439820535
242532,0.443687333
242585,0.247711168
242643,0.364451398
243229,0.361059524
243708,0.355072572
245430,0.426020496
245544,0.364424414
245574,0.352109506
246134,0.146752984
246351,0.295943627
246916,0.370669675
246938,0.39096092
248717,0.408285179
248865,0.419142062
248871,0.394776196
249414,0.396051022
249618,0.342586806
249804,0.314367549
249867,0.304652864
250259,0.47563453
250323,0.328818361
250536,0.428135266
250801,0.386784874
251262,0.432629137
251277,0.35900261
252607,0.388396853
252865,0.448568182
253332,0.387231633
253466,0.528692588
253471,0.351086721
253475,0.428346235
253548,0.314633975
253590,0.392326602
253623,0.312149378
253800,0.423166933
253803,0.407740749
253806,0.400722576
253811,0.390325075
253815,0.444690857
253828,0.463702925
253839,0.390850694
253842,0.454513889
253846,0.44127026
254168,0.29296589
254409,0.204166667
255024,0.375809397
255476,0.405293296
255601,0.348690976
255637,0.371625927
255957,0.352789969
257097,0.432020106
257568,0.355063154
257787,0.398499707
258397,0.373791579
258686,0.340388436
258688,0.39397191
258690,0.294958343
258740,0.341744371
258838,0.485775207
258930,0.27268015
259946,0.429684479
260765,0.362735614
261194,0.356844487
261259,0.245908944
261344,0.337037548
261674,0.424408506
261781,0.380737394
262343,0.346948275
262405,0.366185658
262478,0.449575512
262583,0.361841962
263005,0.336949386
263190,0.311522873
263232,0
263473,0.208101852
263502,0.429518394
263776,0.416831521
263888,0.401003775
265036,0.403782105
265064,0.383386945
265145,0.335921504
265506,0.410241726
265831,0.437454545
266146,0.346471812
266155,0.273799344
266449,0.368613089
266964,0.426397496
267435,0.431884599
267535,0.402118231
267652,0.432481244
267708,0.408075737
268362,0.332991496
268392,0.271182228
268481,0.375378788
268868,0.433157715
269283,0.388131235
269404,0.324381211
269889,0.364699594
270139,0.336382767
270231,0.354379723
270315,0.403445869
270345,0.433007476
271083,0.307350664
271128,0.391747958
271130,0.410827717
271279,0.388201846
271694,0.328864135
272026,0.155517551
272044,0.412112667
272427,0.324231602
272706,0.409121914
272738,0.368540321
273190,0.405316302
274062,0.421076256
274329,0.255484081
274376,0.376823834
274743,0.341666667
274995,0.405951484
275976,0.343270178
276216,0.469166667
276317,0.430442613
276994,0.287020202
277883,0.358052404
278090,0.356758643
278145,0.537964506
278631,0.451895202
278876,0
279857,0.407701878
280315,0.357786364
281521,0.386422668
281851,0.389296257
282443,0.364202951
282514,0.464045206
282863,0.308977461
282977,0.375989592
283090,0.357148681
283194,0.406152864
283550,0.369005195
284208,0.404345987
284855,0.392323281
285515,0.348276296
286662,0.389109362
286838,0.361272221
287408,0.360736268
287417,0.365756028
287421,0.350381796
287845,0.447119959
288726,0.326445464
288776,0.061133333
289020,0.38852865
289037,0.413718116
289665,0.380484629
289703,0.298333333
289958,0.253131629
289995,0.381369102
291714,0.362817297
291764,0.366909389
291812,0.566666667
292047,0.421092439
292121,0.397601311
292266,0.332805527
293837,0.322152757
294227,0.478079431
294239,0.380862644
294242,0.37295657
294250,0.407664079
294259,0.401931053
294263,0.395392457
294280,0.405542164
294490,0.39432047
294717,0.463977115
295231,0.5125
295998,0.428883579
296361,0.333066385
296658,0.586909722
296717,0.277014013
296844,0.395458824
297611,0.7
298759,0.375468755
299531,0.379466941
301372,0.392781264
302057,0.353965963
302309,0.18989899
302705,0.341581633
302758,0.334209836
303462,0.375324355
306702,0.418069533
306799,0.308039687
310272,0.310791167
310325,0.305730814
310524,0.389418241
310796,0.25566661
311003,0.314102564
311356,0.369241568
312429,0.453346987
314982,0.421186699
316238,0.339566369
317662,0.469398924
317905,0.322409579
318021,0.410028265
318187,0.385250558
319798,0.431549125
320865,0.381935365
320877,0.399555943
321014,0.388812598
321136,0.312411031
322037,0.438523351
322604,0.413475786
322974,0.394187303
323453,0.442012468
323706,0.392123056
324800,0.360516517
325429,0.293431057
326120,0.396884587
326832,0.316067411
326956,0.34573601
327521,0.20375
327778,0.378112838
328040,0.324223125
328744,0.381728543
329064,0.270644658
329310,0.4274038
329385,0.327048336
333189,0.444356466
333323,0.391678637
334607,0.389897659
334781,0.445075442
335797,0.269361681
335819,0.275323461
335820,0.276914762
336220,0.383564053
339456,0.448135916
341525,0.35994771
341982,0.295036941
342027,0.19487695
342995,0.32037365
343276,0.361465021
344019,0.444369153
344082,0.379385406
344092,0.366429308
346579,0.256701632
350168,0.481237635
350525,0.351130756
351530,0.459322921
351859,0.383526154
352651,0.305687475
353317,0.345905893
354095,0.382483324
355106,0.356789341
357509,0.29993219
359982,0.436605746
361803,0.307691178
363016,0.240416667
364785,0.400889951
365439,0.372343023
367042,0
367810,0.538068182
369567,0.458664138
369671,0.392874018
371767,0.494775132
373618,0.476888488
374548,0.309379205
375249,0.393479862
377217,0.279290477
378460,0.209727243
380416,0.393224131
380730,0.448280423
382523,0.424357726
382524,0.261804905
385190,0.440167406
385657,0.370737693
385824,0.45210131
386507,0.338657979
386555,0.35951318
386744,0.35571197
386799,0.3012822
387377,0.342566698
387666,0.428791787
387735,0.377232523
389482,0.339382334
391955,0.359501286
392948,0.484167385
393094,0.378806149
393682,0.437719924
394026,0.42578373
394111,0.319566083
396636,0.304609738
397034,0.497061023
397297,0.409440641
397420,0.635444024
398283,0.432465167
398850,0.32476775
399946,0.468399221
400039,0.403249173
401039,0.278939077
401836,0.346449286
403668,0.41669173
403712,0.596494614
404923,0.328072123
405025,0.361323883
405408,0.413775128
407469,0.323798488
408983,0.408531353
409262,0.395850675
409293,0.35837116
409666,0.379242999
411525,0.427977576
411918,0.317891593
412061,0.358103226
412180,0.353935838
413504,0.420254107
413775,0.387460394
415304,0.4
416557,0.371959629
417685,0.372473306
418291,0.4075634
419373,0.345349195
419792,0.358924242
421539,0.399607064
421554,0.30885719
423015,0.309939581
423275,0.378140287
424192,0.469101624
424667,0.374135517
424767,0.381675098
426449,0.503635904
428226,0.380140346
430427,0.350107372
430665,0.349524732
431865,0.346764563
432090,0.389014453
433060,0.388866423
433218,0.400845382
433414,0.407166659
433914,0.325732811
435909,0.398530159
436510,0.391991372
436619,0.35224148
436824,0.437935177
436912,0.435345736
436916,0.457307692
437352,0.370742915
437906,0.364378117
438513,0.345715843
439750,0.416377646
439870,0.485994152
442636,0.312330441
442649,0.257482998
444171,0.448355623
444430,0.441111018
447766,0.5
448048,0.302079048
448049,0.305200367
448985,0.337634566
449034,0.446204143
449130,0.399383512
449660,0.404941386
449680,0.309518354
450577,0.380027216
450578,0.388854979
452068,0.220081845
452541,0.401429136
453094,0.38673675
453161,0.551602608
453255,0.355840414
453317,0.31285599
454334,0.266505969
454929,0.361997044
455734,0.336702564
455801,0.382072827
456110,0.359586367
456190,0.413405177
456457,0.381422278
456526,0.250826849
457829,0.316945175
459066,0.378849236
460036,0.307139157
460999,0.329317193
462454,0.150625
463042,0.438093718
463107,0.266702914
464231,0.291553288
466277,0.401401342
466457,0.381450713
467569,0.421820249
467634,0.357221098
467866,0.382595844
470498,0.362375829
470709,0.395249129
471712,0.358142805
471758,0.096140046
471845,0.414362434
471914,0.400467934
472052,0.453849398
472376,0.317035664
473592,0.35484539
473777,0.388915967
475216,0.377867886
476899,0.333176475
476983,0.317741674
478053,0.380770755
